id,title,slug,entities,category
15607,Jackie Chan Urges Fans to Wear Face Masks,jackie-chan-urges-fans-to-wear-face-masks,"[""Jackie Chan"",""Americans"",""Jerome Adams"",""Centers for Disease Control"",""Julia Roberts"",""Sean Penn"",""New York Times""]",Entertainment
15608,"John Legend, Stars pay tribute to Bill Withers",john-legend-stars-pay-tribute-to-bill-withers,"[""John Legend"",""Bill Withers"",""Bill Russell"",""Zoë Kravitz"",""Los Angeles"",""Captain Kirk"",""Lenny Kravitz"",""Chance the Rapper"",""The Roots""]",Entertainment
15609,"Kennedy, Townsend's daughter, grandson presumed dead after accident",kennedy-townsends-daughter-grandson-presumed-dead-after-accident,"[""Kathleen Kennedy Townsend"",""Kennedy Townsend"",""Maryland"",""Chesapeake Bay"",""Townsend"",""Larry Hogan"",""Shady Side"",""Annapolis"",""Maryland Department of Natural Resources""]",Other
15610,The Flash' actor Logan Williams dead at 16,the-flash-actor-logan-williams-dead-at-16,"[""COVID-19"",""Logan Williams"",""The Flash"",""CW"",""Grant Gustin"",""Barry Allen""]",Health
15611,"Body of missing woman found under mattress in Bessemer, Alabama",body-of-missing-woman-found-under-mattress-in-bessemer-alabama,"[""Bessemer"",""Midfield"",""Michael Jeffries"",""WVTM"",""NBC"",""Dateline"",""Tiffany"",""Alabama""]",Other
15612,6ix9ine released from jail early amid coronavirus health concerns,6-ix-9-ine-released-from-jail-early-amid-coronavirus-health-concerns,"[""Tekashi 6ix9ine"",""6ix9ine"",""Bureau of Prisons"",""NBC News"",""Paul A. Engelmayer"",""U.S."",""Court"",""New York City""]",Law
15613,SafariCom dealt blow as Ethiopia blocks foreign mobile money,safari-com-dealt-blow-as-ethiopia-blocks-foreign-mobile-money,"[""SafariCom"",""Ethiopia"",""Ethiopian"",""Canadian"",""Trudeau"",""Ethio Telecom"",""Safaricom"",""Kenyan"",""Vodacom"",""MTN"",""Airtel"",""Etisalat"",""Africa"",""Addis Ababa"",""Reuters"",""M-Pesa"",""Kenya""]",Business
15614,Ethiopia targets geothermal energy purchase from French company,ethiopia-targets-geothermal-energy-purchase-from-french-company,"[""Oromia Region"",""Ethiopia"",""East African"",""French"",""Abiy Ahmed"",""PPP"",""Meridiam"",""France"",""Abiy"",""Thierry Déau""]",Business
15615,"NCDC says Nigeria's COVID-19 cases now 209, 210",ncdc-says-nigerias-covid-19-cases-now-209-210,"[""Enugu"",""Oyo"",""Akwa Ibom"",""Kaduna"",""Bauchi"",""Benue"",""Nigeria"",""COVID-19"",""rWe"",""FCT"",""Osun""]",Health
15616,Blockstale BTM brings maiden Bitcoin ATM to Nigeria,blockstale-btm-brings-maiden-bitcoin-atm-to-nigeria,"[""Bitcoin ATMs"",""Nigeria"",""ATM"",""Lagos"",""Africa""]",Business
15617,Ghanaian Research group calls for electricity tariff reduction,ghanaian-research-group-calls-for-electricity-tariff-reduction,"[""Natural Gas"",""Ghana"",""West Africa"",""Ghana News Agency"",""Accra""]",Business
15618,Liverpool place some non-playing staff on furlough,liverpool-place-some-non-playing-staff-on-furlough,"[""Premier League"",""Liverpool"",""Tottenham"",""Bournemouth""]",Sports
15619,"Tierney 'misses Celtic, believes Martinelli can be 'world-class'",tierney-misses-celtic-believes-martinelli-can-be-world-class,"[""Arsenal"",""Kieran Tierney"",""Gabriel Martinelli"",""Celtic"",""Scottish Premiership"",""Lennoxtown"",""Scottish"",""Premier League"",""London""]",Sports
15620,Burnley 'could lose £50m' if PL season does not resume,burnley-could-lose-pound-50-m-if-pl-season-does-not-resume,"[""Premier League"",""PL"",""Burnley""]",Sports
15621,Lukaku says he has 'matured' after leaving United for Inter Milan,lukaku-says-he-has-matured-after-leaving-united-for-inter-milan,"[""Manchester United"",""Romelu Lukaku"",""Inter Milan"",""Lukaku""]",Sports
15622,Carragher says Kane has reached career crossroads at worst possible time,carragher-says-kane-has-reached-career-crossroads-at-worst-possible-time,"[""Chelsea"",""Champions League"",""England"",""Harry Kane"",""Jamie Redknapp"",""Tottenham"",""Premier League"",""Carragher"",""Jamie Carragher"",""RB Leipzig"",""Sky Sports""]",Sports
15624,Twitter Nigeria appreciates Genevieve Nnaji’s viral TikTok video,twitter-nigeria-appreciates-genevieve-nnajis-viral-tik-tok-video,"[""Nigeria"",""Genevieve Nnaji"",""TikTok""]",Entertainment
15625,Lola Omotayo urges Federal Government to reveal Abba Kyari's whereabout,lola-omotayo-urges-federal-government-to-reveal-abba-kyaris-whereabout,"[""Buhari"",""Abba Kyari"",""Federal Government"",""Lagos""]",Entertainment
15626,Buhari's personal assistant Bashir Ahmad calls out Lola Omotayo-Okoye,buharis-personal-assistant-bashir-ahmad-calls-out-lola-omotayo-okoye,"[""Muhammadu Buhari"",""Buhari"",""Bashir Ahmad"",""Abba Kyari"",""Germany"",""Nigerians"",""Lagos"",""COVID19""]",Entertainment
15627,Ubi Franklin says BBNaija star Tacha attacked him online,ubi-franklin-says-bb-naija-star-tacha-attacked-him-online,"[""Ubi Franklin"",""Big Brother""]",Entertainment
15628,"Funke Akindele celebrates husband, JJC Skillz’s birthday",funke-akindele-celebrates-husband-jjc-skillzs-birthday,"[""Funke Akindele"",""JJC Skillz"",""Mom's at War""]",Entertainment
15630,"KCee releases new single, 'Sweet Mary J'",k-cee-releases-new-single-sweet-mary-j,"[""KCee""]",Entertainment
15633,"Songs Rexxie, Kel P played during their 'Battle of Hits'",songs-rexxie-kel-p-played-during-their-battle-of-hits-1,"[""Burna Boy"",""Nigerian"",""Naira Marley"",""Zlatan"",""Pheelz"",""Masterkraft"",""Shizzi"",""Sarz""]",Entertainment
15634,Covid-19: Australian government announces temporary visa changes,covid-19-australian-government-announces-temporary-visa-changes,"[""Australia""]",Other
15635,"Don't use masks if you're not a healthcare worker, authorities warned Australians",dont-use-masks-if-youre-not-a-healthcare-worker-authorities-warned-australians,"[""Australians"",""Australia""]",Health
15637,Number of coronavirus cases jump in Fiji,number-of-coronavirus-cases-jump-in-fiji,"[""Nadi"",""Fiji"",""Frank Bainimarama"",""Lautoka"",""Vanua Levu"",""New Zealand"",""Suva"",""Singapore"",""India""]",Health
15639,Facebook tried to buy Pegasus iOS spyware to monitor Apple iPhone users,facebook-tried-to-buy-pegasus-i-os-spyware-to-monitor-apple-i-phone-users,"[""Onavo Project"",""Android"",""Facebook"",""WhatsApp"",""iOS"",""Amazon"",""Microsoft"",""NSO"",""iPhone"",""Onavo"",""Apple"",""Shalev Hulio"",""Israeli"",""Pegasus"",""NSO Group"",""Pegasus iOS""]",Technology
15640,Palm Sunday Most Important Now,palm-sunday-most-important-now,"[""God"",""California"",""Sacramento County"",""Los Angeles"",""Texas"",""Americans"",""COVID-19"",""America"",""Christians"",""Lone Star"",""Louisiana"",""Thousand Oaks""]",Other
15642,COVID-19: Daystar to feed the vulnerable,covid-19-daystar-to-feed-the-vulnerable,"[""Daystar""]",Health
15643,Nigeria's COVID-19 cases rises to 224,nigerias-covid-19-cases-rises-to-224,"[""Edo State"",""Nigeria"",""COVID-19"",""FCT"",""Lagos"",""Osun"",""Ondo"",""FCT-41"",""Akwa Ibom""]",Health
15644,Kogi not desperate to order total lockdown over COVID-19,kogi-not-desperate-to-order-total-lockdown-over-covid-19,"[""Kogi""]",Politics
15645,Nigeria's COVID-19 cases soars to 224,nigerias-covid-19-cases-soars-to-224,"[""Ondo"",""Edo State"",""COVID-19"",""Akwa Ibom"",""Osun"",""FCT-41"",""FCT"",""Lagos"",""Ondo- 1"",""Nigeria""]",Health
15646,Funke Akindele throws house party amid coronavirus lockdown,funke-akindele-throws-house-party-amid-coronavirus-lockdown,"[""Nigerian"",""Lagos"",""Funke Akindele-Bello"",""Funke Akindele""]",Entertainment
15647,COVID-19: NMA Rejects FG’s Plan to Bring Chinese Doctors,covid-19-nma-rejects-f-gs-plan-to-bring-chinese-doctors,"[""Nigeria""]",Health
15649,NCDC confirms additional 8 cases,ncdc-confirms-additional-8-cases,"[""Lagos"",""Nigeria"",""Kaduna- 5"",""COVID-19"",""FCT"",""Akwa Ibom""]",Health
15650,"Earth crust is shaking astonishingly less due to Coronavirus Lockdown, Here’s Why",earth-crust-is-shaking-astonishingly-less-due-to-coronavirus-lockdown-heres-why,"[""NOAA"",""Royal Observatory of Belgium"",""Brussels"",""COVID-19"",""Corona Virus"",""Albuquerque"",""New Mexico"",""Belgium"",""Belgian"",""Pasadena"",""Los Angeles""]",Science
15651,Coronavirus: Samuel L. Jackson encouraged fans to stay isolated,coronavirus-samuel-l-jackson-encouraged-fans-to-stay-isolated,"[""Samuel L. Jackson""]",Entertainment
15652,Movie Director Kunle Afolayan shares clip from upcoming film 'Citation',movie-director-kunle-afolayan-shares-clip-from-upcoming-film-citation,"[""Gabriel Afolayan"",""Kunle Afolayan"",""Jimmy Jean-Louis"",""Joke Silva"",""Adjetey Anang"",""Ini Edo""]",Entertainment
15653,"Stella Damasus, Daniel Ademinokan premiere 'Between' on YouTube",stella-damasus-daniel-ademinokan-premiere-between-on-you-tube,"[""Stella Damasus"",""Nigerian""]",Entertainment
15654,Zoro's verse on Burna Boy's 'Odogwu (Remix)',zoros-verse-on-burna-boys-odogwu-remix,"[""Zoro"",""Burna Boy""]",Entertainment
15655,Twitter Users blasts Akindele for throwing a house party during the lockdown,twitter-users-blasts-akindele-for-throwing-a-house-party-during-the-lockdown,"[""Funke Akindele"",""Nigerians"",""JJC Skillz"",""Eniola Badmus"",""Naira Marley""]",Entertainment
15656,"Funke Akindele apologises, says everyone at the party is part of her movie production",funke-akindele-apologises-says-everyone-at-the-party-is-part-of-her-movie-production,"[""Funke Akindele"",""Instagram"",""Funke Akindele-Bello"",""JJC Skillz""]",Entertainment
15657,BBNaija star Tacha drags Ubi Franklin on Instagram,bb-naija-star-tacha-drags-ubi-franklin-on-instagram,"[""Ubi Franklin"",""BBNaija""]",Entertainment
15658,Police arrests Funke Akindele for hosting a house party during lockdown,police-arrests-funke-akindele-for-hosting-a-house-party-during-lockdown,"[""Funke Akindele"",""Funke Akindele-Bello"",""Lagos State Police Command"",""Lagos"",""AbdulRasheed Bello"",""Lagos State Police"",""Yaba""]",Entertainment
15659,Akufo-Addo announces free water for Ghanaians as government intensifies COVID-19 fight,akufo-addo-announces-free-water-for-ghanaians-as-government-intensifies-covid-19-fight,"[""Ghanaians"",""Akufo-Addo"",""Nana Akufo-Addo"",""Ghana"",""Ghana Water Company Ltd"",""COVID-19"",""Water Company"",""Koforidua"",""Eastern Region"",""National Disaster Management Organisation""]",Health
15660,"Nana Addo announces three months tax holiday, allowances for health workers",nana-addo-announces-three-months-tax-holiday-allowances-for-health-workers,"[""Coronavirus"",""Nana Addo"",""Nana Akufo-Addo"",""Ghanaians""]",Other
15661,’11 close contacts of pregnant COVID-19 patient in Bolgatanga identified’ – Minister,11-close-contacts-of-pregnant-covid-19-patient-in-bolgatanga-identified-minister,"[""Eastern Region"",""Ashanti"",""Upper West"",""Greater Accra"",""Bolgatanga"",""Western Region"",""Tarkwa"",""Ghana"",""Northern Region"",""Upper East Region""]",Health
15662,COVID-19 Trust Fund accrues GH¢8.75m from donations – Akufo-Addo,covid-19-trust-fund-accrues-g-hcent-8-75-m-from-donations-akufo-addo,"[""Absa Bank Ghana"",""Nana Akufo-Addo"",""Mahamudu Bawumia"",""Hollard Ghana"",""Ghanaians"",""Sophia Akuffo"",""US"",""COVID-19 Fund Bill Parliament"",""Covid 19"",""Akufo-Addo""]",Other
15664,Makinde says he has recovered from coronavirus,makinde-says-he-has-recovered-from-coronavirus,"[""Kaduna"",""Makinde"",""Seyi Makinde"",""Oyo"",""COVID-19"",""COVID-19 Task Force"",""Ogun"",""Bauchi"",""FCT"",""Osun"",""Akwa Ibom"",""Enugu"",""Ekiti"",""Benue"",""Ondo"",""Lagos"",""Nasir el-Rufai"",""Bala Mohammed of Bauchi"",""Nigeria""]",Health
15665,New Zealanders stranded in Peru to get Government chartered flight home,new-zealanders-stranded-in-peru-to-get-government-chartered-flight-home,"[""Peru"",""Government"",""Winston Peters"",""New Zealand"",""Santiago""]",Travel
15666,COVID-19 fight: Airtel to donate N1.9bn,covid-19-fight-airtel-to-donate-n-1-9-bn,"[""Airtel"",""COVID-19"",""Nigeria""]",Health
15667,Coronavirus: Local firms to start production of PPEs - Akufo-Addo,coronavirus-local-firms-to-start-production-of-pp-es-akufo-addo,"[""Nana Addo Dankwa Akufo-Addo"",""Personal Protective Equipment"",""Ghana"",""COVID-19""]",Health
15669,COVID-19: Wike says Rivers yet to receive support from FG,covid-19-wike-says-rivers-yet-to-receive-support-from-fg,"[""COVID-19"",""Lagos"",""Rivers"",""Nyesom Wike"",""Federal Government"",""Rivers State"",""Lagos State"",""All Progressives Congress"",""Peoples Democratic Party"",""River""]",Health
15671,"Mighty, small nations now on same level due to COVID-19-Bishop",mighty-small-nations-now-on-same-level-due-to-covid-19-bishop,"[""COVID-19"",""Ignatius Kaigama""]",Health
15672,Ekka 2020: Royal Queensland show cancelled due to coronavirus pandemic,ekka-2020-royal-queensland-show-cancelled-due-to-coronavirus-pandemic,"[""Royal Queensland Show"",""Spanish"",""Annastacia Palaszczuk""]",Other
15673,B.C. police detain 2 for illegally reselling masks,b-c-police-detain-2-for-illegally-reselling-masks,"[""Canadian Police"",""B.C."",""Delta""]",Law
15675,Experts warn on second wave of locust invasion,experts-warn-on-second-wave-of-locust-invasion-1,"[""Horn of Africa"",""East Africa"",""Somalia"",""Peter Munya"",""East African"",""Food and Agriculture Organisation"",""Kenya"",""Meru"",""Mandera"",""Murang'a"",""Tanzania"",""Turkana"",""Baringo"",""Isiolo"",""Laikipia"",""Wajir"",""Samburu"",""Kajiado"",""Makueni"",""Garissa"",""Machakos"",""Embu"",""Kitui"",""Eritrea"",""Uganda"",""Ethiopia""]",Wildlife and Nature
15676,COVID-19: Johnson admitted to hospital over virus symptoms,covid-19-johnson-admitted-to-hospital-over-virus-symptoms,"[""Boris Johnson"",""NHS"",""COVID-19"",""Downing Street"",""London""]",Health
15677,Coronavirus: Nurse at Liverpool's Aintree Hospital dies,coronavirus-nurse-at-liverpools-aintree-hospital-dies,"[""Royal Liverpool University Hospital"",""Liverpool"",""Aintree University Hospital"",""Joe Anderson"",""Liverpool University Hospitals NHS Foundation Trust""]",Health
15678,"Gold Coast mayor closes beaches, blames 'out-of-towners'",gold-coast-mayor-closes-beaches-blames-out-of-towners,"[""Surfers Paradise"",""The Spit"",""Coolangatta""]",Other
15679,Coronavirus: Zoomlion to pull out from disinfection exercise in Western region,coronavirus-zoomlion-to-pull-out-from-disinfection-exercise-in-western-region,"[""Kwabena Okyere Darko-Mensah"",""Sekondi"",""Zoomlion"",""Western Region""]",Other
15680,Air Canada intends providing COVID-19 gear for flight crew,air-canada-intends-providing-covid-19-gear-for-flight-crew,"[""Canadian"",""CBC"",""CBC News"",""Canada"",""News"",""Air Canada""]",Travel
15681,Scotland's chief medical officer resigns over lockdown trips,scotlands-chief-medical-officer-resigns-over-lockdown-trips,"[""Corona"",""Nicola Sturgeon"",""Catherine Calderwood"",""Edinburgh"",""NHS"",""Earlsferry"",""Fife"",""Scotland""]",Health
15682,Covid-19: Chinese embassy angry over 'disinformation',covid-19-chinese-embassy-angry-over-disinformation,"[""Australian"",""Chinese""]",Politics
15683,Coronavirus: High street pharmacists 'needlessly put at risk',coronavirus-high-street-pharmacists-needlessly-put-at-risk,"[""NHS England"",""Royal Pharmaceutical Society"",""Matt Hancock""]",Health
15684,"Duffy: Singer ‘drugged for four weeks, raped and taken abroad’",duffy-singer-drugged-for-four-weeks-raped-and-taken-abroad,"[""UK"",""Duffy: Singer"",""Singer Duffy""]",Entertainment
15685,Coronavirus: Public urged to follow 'mission-critical' rules,coronavirus-public-urged-to-follow-mission-critical-rules,"[""UK"",""London"",""Matt Hancock"",""NHS"",""Downing Street"",""Scotland"",""Northern Ireland"",""Wales""]",Health
15686,NHS nurse finds engagement ring lost for two and a half years,nhs-nurse-finds-engagement-ring-lost-for-two-and-a-half-years,"[""NHS"",""Alison Brown"",""Browns""]",Health
15687,Ghana expected to receive full complement of $100m COVID-19 fund today,ghana-expected-to-receive-full-complement-of-dollar-100-m-covid-19-fund-today,"[""World Bank"",""Ghana"",""COVID-19"",""EPRP"",""Ken Ofori-Atta"",""Ghana Health Service"",""IMF"",""National Laboratories"",""Ministry of Health"",""Ministry of Information"",""Government of Ghana""]",Other
15688,COVID-19: Hospital develops walk-in kiosk for safer sample collection,covid-19-hospital-develops-walk-in-kiosk-for-safer-sample-collection,"[""Kerala"",""Covid-19""]",Health
